rank,uid,username,type
1,96957,ルルティエ,提督
2,38133,FayeVL,提督
3,2512897,山下住一丁,提督
4,520352,黑镰刀,提督
5,381534568,sayakadead,提督
6,452196256,无糖香草可乐,舰长
7,15256555,sky_hood,舰长
8,12422769,Beartooth90,舰长
9,342447,任意子,舰长
10,49337,无公害沙包,舰长
11,12501775,コンプランド,舰长
12,553301,镜晓文,舰长
13,1829374,MusashinoTakumi,舰长
14,5155551,科罗娜青柠,舰长
15,8772065,Yukari_YuRI,舰长
16,666671,Miki的麦麦,舰长
17,105402,清新正直HHP,舰长
18,16011437,特别驹,舰长
19,10786214,千万ly,舰长
20,7913853,アベリアF,舰长
21,18363194,岁星昼见,舰长
22,356189,Heavens Feel,舰长
23,4206472,Flanker-16,舰长
24,2513015,エーワックス-2434,舰长
25,4304729,清光高校地雷部,舰长
26,5812842,弥之鸣,舰长
27,3182660,影月LuneZ,舰长
28,1603612,月ノneet,舰长
29,4921755,アルカローズ,舰长
30,1971336,犭苗犭苗木木,舰长
31,1920686335,弥希_Miki,舰长
32,11546675,贝尔纳德C3,舰长
33,537436,侑希_Yuuki,舰长
34,12036148,寇塔娜哪去了,舰长
35,774372,黑糖香草摩卡,舰长
36,925,911,舰长
37,48934997,感应性本能,舰长
38,5801333,低级咬人细胞,舰长
39,26465,一个大光头都没有,舰长
40,394942544,咳哈哈哈哼哼,舰长
41,7864667,奈亚子从不发糖,舰长
42,12037051,岛那灯,舰长
43,343691814,Noneither,舰长
44,123785,灯十走十走十走,舰长
45,13026101,Naglfar-,舰长
46,2699660,朝日奈未來,舰长
47,5460965,松石绿的钢,舰长
48,21137726,nEwb1EE,舰长
49,7180032,无为無為,舰长
50,16171733,铃鹿Toshi,舰长
51,502895183,Lyn_0502,舰长
52,6165418,一号机测试机师,舰长
53,1397965,雨宫ノエル,舰长
54,10181310,流转快晴,舰长
55,2450646,CYSoulDown,舰长
56,14354112,EndlessDice,舰长
57,150038690,坚守阵地卢载铉,舰长
58,14910777,勉強机,舰长
59,1874852,YaMacoffe,舰长
60,372454,有栖ヒロ,舰长
61,4072141,云水暮烟,舰长
62,2650864,羽落魂龛,舰长
63,13573100,zerobom,舰长
64,3925567,hooudp,舰长
65,2290770,夕月秋乃,舰长
66,12974,蓬萊山空,舰长
67,569267,鵺鸮,舰长
68,10776008,丽兹与青鸟,舰长
69,3493104340437958,大卡不卡小卡也不卡,舰长
70,35903667,叶赫H,舰长
71,1640605,神の道化,舰长
72,177462569,Curse_Zzzz,舰长
73,159019,九重雪会,舰长
74,10261329,yukino-雪之下雪乃,舰长
75,443066653,毛线毛裤qaq,舰长
76,175534794,sorinX,舰长
77,11210842,莉丶羽,舰长
78,536365,鸢尾百合,舰长
79,486937583,红白鬼巫,舰长
80,36024,manto,舰长
81,11347396,傻坐着发愣,舰长
82,20186995,黇鹿dmdm,舰长
83,3561142,无名一世,舰长
84,256079359,猫舌头不想喝热茶,舰长
85,7367780,里莲花,舰长
86,6036699,内巻玉子,舰长
87,8396429,airstone42,舰长
88,1878939,破破破破破cd,舰长
89,330986,头上一板砖,舰长
90,9819432,天遂_人愿,舰长
91,3661408,仮面騎空士,舰长
92,14879283,Sctchf,舰长
93,4393496,不爱说话的久久,舰长
94,7257611,椎名エリ,舰长
95,453572565,全職彌人-andy878797,舰长
96,8969216,未雨夜蝶义务推广员,舰长
97,6163870,萨福莱斯波斯,舰长
98,236018,ドジみ,舰长
99,9213296,从来不想熬夜,舰长
100,1829907,Skorz_Tsurumi,舰长
101,4642882,全装甲键盘侠MK-2,舰长
102,11500575,我觉得有一点饿oVO,舰长
103,330367780,呆喂诶,舰长
104,5850999,duffystal,舰长
105,23531154,淅雨沾身,舰长
106,32423674,未希天无,舰长
107,8154728,FALCOファルクChannel,舰长
108,585071,m___铁gachi,舰长
109,49706,偽らむね,舰长
110,266375,咕咕-咕咕咕咕咕-咕,舰长
111,11188246,とある可愛の伊莎贝拉,舰长
112,7254,五更凛,舰长
113,1930398429,上杉絵梨衣の熊さん,舰长
114,888218,咆哮閃光,舰长
115,25411377,SmileyWhite,舰长
116,421267475,艾因Eine,舰长
117,59463172,克拉科夫市记者,舰长
118,79970478,A101x,舰长
119,20168743,見えない青空,舰长
120,1935274,丁骨烩饭T,舰长
121,23007696,鳝于玩乐,舰长
122,152181400,Mickeyzhz,舰长
123,511870995,伐纣Kamikaze,舰长
124,14150461,withdrawtea,舰长
125,4655282,Kaetsu_JKG,舰长
126,251054796,4ヌ犬薺,舰长
127,58725,Qullx_Off,舰长
128,363879202,Figureフィギュア,舰长
129,10045888,里奥弥希,舰长
130,325421814,珀瑞菲克特,舰长
131,7175286,Hominidae_,舰长
132,6278671,39号布丁,舰长
133,11649241,甜心秋秋,舰长
134,35905318,豆饼王,舰长
