rank,uid,username,type
1,38133,FayeVL,提督
2,49337,无公害沙包,提督
3,96957,ルルティエ,提督
4,105402,清新正直HHP,提督
5,520352,黑镰刀,提督
6,774372,黑糖花,提督
7,2512897,山下住一丁,提督
8,3568456,石山月,提督
9,6454674,DigAPony,提督
10,12501775,Konppland,提督
11,15256555,sky_hood,提督
12,381534568,sayakadead,提督
13,452196256,无糖香草可乐,提督
14,3896,Primula,舰长
15,8359,对线型作业,舰长
16,12974,蓬萊山空,舰长
17,13662,lv426,舰长
18,26465,一个大光头都没有,舰长
19,91657,Uni-花谱人,舰长
20,104492,随风旅鸟与未知之风,舰长
21,107452,天印绮罗,舰长
22,123785,灯十走十走十走,舰长
23,132270,柒の白白,舰长
24,141917,BBBteas,舰长
25,191789,廿一绫,舰长
26,282198,高雅艺术中心,舰长
27,287341,GrandAko,舰长
28,307274,子蓝_,舰长
29,317302,麦子提不起劲,舰长
30,342447,任意子,舰长
31,356189,Heavens Feel,舰长
32,372454,有栖ヒロ,舰长
33,403496,Deliay,舰长
34,511821,CureMagical,舰长
35,530596,IllIIllIlIlllIIl,舰长
36,537436,樹佑Kiyuu,舰长
37,553301,镜晓文,舰长
38,565632,YomaKKK,舰长
39,569267,鵺鸮,舰长
40,593826,博物馆里的企鹅,舰长
41,598003,莱茵点,舰长
42,666671,Miki的饺子,舰长
43,681496,沙粒之辰光,舰长
44,735538,Brumaire31zy,舰长
45,898119,斗斗一号,舰长
46,905764,PureView,舰长
47,936269,紳士君P,舰长
48,1397965,雨宫ノエル,舰长
49,1603612,月ノneet,舰长
50,1618726,Kirallz,舰长
51,1654506,单推一败涂地,舰长
52,1698435,吕同学リッキー,舰长
53,1829374,武蔵野タクミ,舰长
54,1874852,YaMacoffe,舰长
55,1939894,一桶原味鸡,舰长
56,2290770,夕月秋乃,舰长
57,2477742,喝了这碗毒酒,舰长
58,2513015,エーワックス-2434,舰长
59,2537906,Cyanideeeeeee,舰长
60,2599251,devilito,舰长
61,2650864,羽落魂龛,舰长
62,2699660,朝日奈未來,舰长
63,3051043,费拉不堪的便当,舰长
64,3065698,西北望那珂酱,舰长
65,3143229,华荩,舰长
66,3161528,e-sasaki,舰长
67,3182660,影月LuneZ,舰长
68,3478389,千年厨,舰长
69,3677907,李黑羊,舰长
70,3799624,不苦大仇深的橘子,舰长
71,3925567,hooudp,舰长
72,3959318,音流Cymatics,舰长
73,4072141,云水暮烟,舰长
74,4206472,Flanker-16,舰长
75,4274580,良臣没有重谢,舰长
76,4304729,清光高校地雷部,舰长
77,4555412,_小方_,舰长
78,4876018,Miki弥希,舰长
79,4921755,アルカローズ,舰长
80,5152457,小傅Fox,舰长
81,5155551,科罗娜青柠,舰长
82,5335166,耶和离,舰长
83,5348088,某诗阳不加班,舰长
84,5460965,松石绿的钢,舰长
85,5801333,低级咬人细胞,舰长
