rank,uid,username,type
1,38133,FayeVL,提督
2,96957,ルルティエ,提督
3,520352,黑镰刀,提督
4,931185,あくあまつき,提督
5,4274580,良臣没有重谢,提督
6,452196256,无糖香草可乐,舰长
7,2512897,山下住一丁,舰长
8,15256555,sky_hood,舰长
9,12422769,Beartooth90,舰长
10,342447,任意子,舰长
11,49337,无公害沙包,舰长
12,12501775,コンプランド,舰长
13,25593802,同调群单推人,舰长
14,553301,镜晓文,舰长
15,1829374,MusashinoTakumi,舰长
16,666671,Miki的麦麦,舰长
17,5155551,科罗娜青柠,舰长
18,8772065,Yukari_YuRI,舰长
19,105402,清新正直HHP,舰长
20,16011437,特别驹,舰长
21,10786214,千万ly,舰长
22,7913853,アベリアF,舰长
23,356189,Heavens Feel,舰长
24,735538,AOZAKI-YUI,舰长
25,2513015,エーワックス-2434,舰长
26,18363194,岁星昼见,舰长
27,3182660,影月LuneZ,舰长
28,5812842,弥之鸣,舰长
29,4921755,アルカローズ,舰长
30,4304729,清光高校地雷部,舰长
31,11034077,へーぴー,舰长
32,1920686335,弥希_Miki,舰长
33,2599251,Devi_Lito,舰长
34,4206472,Flanker-16,舰长
35,11546675,贝尔纳德C3,舰长
36,281163151,JOL1ON,舰长
37,774372,黑糖香草摩卡,舰长
38,925,911,舰长
39,5801333,低级咬人细胞,舰长
40,394942544,咳哈哈哈哼哼,舰长
41,287341,マスイカ,舰长
42,7864667,奈亚子从不发糖,舰长
43,26465,一个大光头都没有,舰长
44,48934997,感应性本能,舰长
45,44319213,11K5D6A,舰长
46,12037051,岛那灯,舰长
47,343691814,Noneither,舰长
48,123785,灯十走十走十走,舰长
49,13026101,Naglfar-,舰长
50,2699660,朝日奈未來,舰长
51,5460965,松石绿的钢,舰长
52,936269,紳士君P,舰长
53,7180032,无为無為,舰长
54,16171733,铃鹿Toshi,舰长
55,6165418,一号机测试机师,舰长
56,502895183,也文攝輝,舰长
57,1397965,雨宫ノエル,舰长
58,10181310,流转快晴,舰长
59,14354112,EndlessDice,舰长
60,150038690,坚守阵地卢载铉,舰长
61,14910777,勉強机,舰长
62,4072141,云水暮烟,舰长
63,1874852,YaMacoffe,舰长
64,372454,有栖ヒロ,舰长
65,2290770,夕月秋乃,舰长
66,2650864,羽落魂龛,舰长
67,12974,蓬萊山空,舰长
68,569267,鵺鸮,舰长
69,3925567,hooudp,舰长
70,3493104340437958,大卡不卡小卡也不卡,舰长
71,13573100,zerobom,舰长
72,3677907,李黑羊,舰长
73,22872272,路过的取名困难症患者,舰长
74,177462569,Curse_Zzzz,舰长
75,109152708,孤独熊Kuma,舰长
76,22805267,添棠霓投車,舰长
77,222222262,晓梦残夜,舰长
78,3959318,音流Cymatics,舰长
79,10776008,丽兹与青鸟,舰长
80,2450646,CYSoulDown,舰长
81,10261329,yukino-雪之下雪乃,舰长
82,12242538,嘉文从小就很可爱,舰长
83,175534794,sorinX,舰长
84,11210842,莉丶羽,舰长
85,536365,鸢尾百合,舰长
86,20877518,河蟹君血型O,舰长
87,486937583,红白鬼巫,舰长
88,159019,九重雪会,舰长
89,20186995,黇鹿dmdm,舰长
90,14482688,AAlieeen,舰长
91,7367780,里莲花,舰长
92,237845732,gigigigibeibei,舰长
93,4260554,月映LANE,舰长
94,6036699,内巻玉子,舰长
95,28647475,Urobolus_0,舰长
96,35903667,叶赫H,舰长
97,8396429,airstone42,舰长
98,330986,头上一板砖,舰长
99,9819432,天遂_人愿,舰长
100,1878939,破破破破破cd,舰长
101,2691631,白碎拉比林斯,舰长
102,1640605,神の道化,舰长
103,35128441,月蝕尽絶黒阿修羅,舰长
104,7257611,椎名エリ,舰长
105,1829907,Skorz_Tsurumi,舰长
106,4642882,全装甲键盘侠MK-2,舰长
107,236018,ドジみ,舰长
108,9213296,从来不想熬夜,舰长
109,1508440,青蛇GreenS,舰长
110,5850999,duffystal,舰长
111,2955509,We1le5s,舰长
112,266375,咕咕-咕咕咕咕咕-咕,舰长
113,8154728,FALCOファルクChannel,舰长
114,176759881,不想qm了,舰长
115,49706,偽らむね,舰长
116,93264388,NZ-333,舰长
117,119629,灰原烬,舰长
118,11180104,ATRSz,舰长
119,11407197,星辰永眠,舰长
120,3494350315064258,弥奇弥的狗,舰长
121,18441515,小馒头叫包子,舰长
