rank,uid,username,type
1,14374,戏言分子,提督
2,38133,FayeVL,提督
3,49337,无公害沙包,提督
4,96957,ルルティエ,提督
5,105402,清新正直HHP,提督
6,520352,黑镰刀,提督
7,774372,黑糖花,提督
8,2512897,山下住一丁,提督
9,3568456,月ノ三卜,提督
10,6454674,DigAPony,提督
11,12501775,Konppland,提督
12,15256555,sky_hood,提督
13,381534568,sayakadead,提督
14,452196256,无糖香草可乐,提督
15,3896,Primula,舰长
16,8359,对线型作业,舰长
17,12974,蓬萊山空,舰长
18,13662,lv426,舰长
19,26465,一个大光头都没有,舰长
20,91657,Uni-花谱人,舰长
21,104492,随风旅鸟与未知之风,舰长
22,107452,天印绮罗,舰长
23,123785,灯十走十走十走,舰长
24,132270,柒の白白,舰长
25,141917,BBBteas,舰长
26,191789,廿一绫,舰长
27,282198,高雅艺术中心,舰长
28,287341,GrandAko,舰长
29,307274,子蓝_,舰长
30,317302,麦子提不起劲,舰长
31,342447,任意子,舰长
32,356189,Heavens Feel,舰长
33,372454,有栖ヒロ,舰长
34,403496,Deliay,舰长
35,511821,CureMagical,舰长
36,530596,IllIIllIlIlllIIl,舰长
37,537436,樹佑Kiyuu,舰长
38,553301,镜晓文,舰长
39,565632,YomaKKK,舰长
40,569267,鵺鸮,舰长
41,593826,博物馆里的企鹅,舰长
42,598003,莱茵点,舰长
43,615000,节操联邦调查总局,舰长
44,666671,Miki的饺子,舰长
45,681496,沙粒之辰光,舰长
46,735538,Brumaire31zy,舰长
47,898119,斗斗一号,舰长
48,905764,PureView,舰长
49,936269,紳士君P,舰长
50,1397965,雨宫ノエル,舰长
51,1603612,月ノneet,舰长
52,1618726,Kirallz,舰长
53,1698435,吕同学リッキー,舰长
54,1829374,武蔵野タクミ,舰长
55,1874852,YaMacoffe,舰长
56,1939894,一桶原味鸡,舰长
57,2290770,夕月秋乃,舰长
58,2477742,喝了这碗毒酒,舰长
59,2512210,-4B-,舰长
60,2513015,エーワックス-2434,舰长
61,2537906,Cyanideeeeeee,舰长
62,2599251,devilito,舰长
63,2650864,羽落魂龛,舰长
64,2699660,朝日奈未來,舰长
65,3051043,费拉不堪的便当,舰长
66,3065698,西北望那珂酱,舰长
67,3143229,华荩,舰长
68,3161528,e-sasaki,舰长
69,3182660,影月LuneZ,舰长
70,3478389,千年厨,舰长
71,3677907,李黑羊,舰长
72,3799624,不苦大仇深的橘子,舰长
73,3925567,hooudp,舰长
74,3959318,音流Cymatics,舰长
75,4072141,云水暮烟,舰长
76,4206472,Flanker-16,舰长
77,4274580,良臣没有重谢,舰长
78,4304729,清光高校地雷部,舰长
79,4555412,_小方_,舰长
80,4876018,Miki弥希,舰长
81,4921755,アルカローズ,舰长
82,5152457,小傅Fox,舰长
83,5155551,科罗娜青柠,舰长
84,5335166,耶和离,舰长
85,5348088,某诗阳不加班,舰长
86,5460965,松石绿的钢,舰长
87,5801333,低级咬人细胞,舰长
