rank,uid,username,type
1,96957,ルルティエ,提督
2,38133,FayeVL,提督
3,2512897,山下住一丁,提督
4,520352,黑镰刀,提督
5,381534568,sayakadead,提督
6,452196256,无糖香草可乐,舰长
7,15256555,sky_hood,舰长
8,12422769,Beartooth90,舰长
9,342447,任意子,舰长
10,49337,无公害沙包,舰长
11,12501775,コンプランド,舰长
12,553301,镜晓文,舰长
13,1829374,MusashinoTakumi,舰长
14,5155551,科罗娜青柠,舰长
15,8772065,Yukari_YuRI,舰长
16,666671,Miki的麦麦,舰长
17,105402,清新正直HHP,舰长
18,16011437,特别驹,舰长
19,10786214,千万ly,舰长
20,7913853,アベリアF,舰长
21,18363194,岁星昼见,舰长
22,356189,Heavens Feel,舰长
23,735538,AOZAKI-YUI,舰长
24,2513015,エーワックス-2434,舰长
25,4206472,Flanker-16,舰长
26,5812842,弥之鸣,舰长
27,3182660,影月LuneZ,舰长
28,4304729,清光高校地雷部,舰长
29,1603612,月ノneet,舰长
30,4921755,アルカローズ,舰长
31,2599251,Devi_Lito,舰长
32,1971336,犭苗犭苗木木,舰长
33,1920686335,弥希_Miki,舰长
34,11546675,贝尔纳德C3,舰长
35,12036148,寇塔娜哪去了,舰长
36,774372,黑糖香草摩卡,舰长
37,925,911,舰长
38,48934997,感应性本能,舰长
39,5801333,低级咬人细胞,舰长
40,394942544,咳哈哈哈哼哼,舰长
41,26465,一个大光头都没有,舰长
42,7864667,奈亚子从不发糖,舰长
43,12037051,岛那灯,舰长
44,44319213,11K5D6A,舰长
45,343691814,Noneither,舰长
46,123785,灯十走十走十走,舰长
47,2699660,朝日奈未來,舰长
48,5460965,松石绿的钢,舰长
49,13026101,Naglfar-,舰长
50,21137726,nEwb1EE,舰长
51,7180032,无为無為,舰长
52,16171733,铃鹿Toshi,舰长
53,453196,-kenjoy-,舰长
54,6165418,一号机测试机师,舰长
55,502895183,Lyn_0502,舰长
56,10181310,流转快晴,舰长
57,1397965,雨宫ノエル,舰长
58,2450646,CYSoulDown,舰长
59,14354112,EndlessDice,舰长
60,150038690,坚守阵地卢载铉,舰长
61,14910777,勉強机,舰长
62,1874852,YaMacoffe,舰长
63,372454,有栖ヒロ,舰长
64,4072141,云水暮烟,舰长
65,2650864,羽落魂龛,舰长
66,3925567,hooudp,舰长
67,13573100,zerobom,舰长
68,5708258,筆墨倦客,舰长
69,2290770,夕月秋乃,舰长
70,12974,蓬萊山空,舰长
71,569267,鵺鸮,舰长
72,3493104340437958,大卡不卡小卡也不卡,舰长
73,10776008,丽兹与青鸟,舰长
74,177462569,Curse_Zzzz,舰长
75,20568160,小小青哇不输风雨,舰长
76,3959318,音流Cymatics,舰长
77,1640605,神の道化,舰长
78,10261329,yukino-雪之下雪乃,舰长
79,443066653,毛线毛裤qaq,舰长
80,175534794,sorinX,舰长
81,11210842,莉丶羽,舰长
82,536365,鸢尾百合,舰长
83,159019,九重雪会,舰长
84,486937583,红白鬼巫,舰长
85,36024,manto,舰长
86,94809389,夜闻啼雁,舰长
87,7367780,里莲花,舰长
88,20186995,黇鹿dmdm,舰长
89,11347396,傻坐着发愣,舰长
90,256079359,猫舌头不想喝热茶,舰长
91,4260554,月映_smile,舰长
92,6036699,内巻玉子,舰长
93,8396429,airstone42,舰长
94,330986,头上一板砖,舰长
95,14301529,光之小人,舰长
96,5285,凉叶スズハ,舰长
97,9819432,天遂_人愿,舰长
98,1878939,破破破破破cd,舰长
99,615000,节操联邦调查总局,舰长
100,4393496,不爱说话的久久,舰长
101,7257611,椎名エリ,舰长
102,453572565,全職彌人-andy878797,舰长
103,11291474,ひもこーガカガ,舰长
104,236018,ドジみ,舰长
105,9213296,从来不想熬夜,舰长
106,33081468,breaaak,舰长
107,4642882,全装甲键盘侠MK-2,舰长
108,11500575,我觉得有一点饿oVO,舰长
109,2955509,We1le5s,舰长
110,8154728,FALCOファルクChannel,舰长
111,330367780,呆喂诶,舰长
112,888218,咆哮閃光,舰长
113,421267475,艾因Eine,舰长
114,59463172,克拉科夫市记者,舰长
115,152181400,Mickeyzhz,舰长
116,175543,超魔法大战,舰长
117,1935274,丁骨烩饭T,舰长
118,25411377,SmileyWhite,舰长
119,14960,千变H,舰长
120,4484146,纪伯伦_睡眠不足,舰长
121,511870995,伐纣Reneg4de,舰长
122,4655282,Kaetsu_JKG,舰长
123,58725,Qullx_Off,舰长
124,2060636373,荞麦素面,舰长
125,17672986,螺旋剑碎片,舰长
126,89132993,小洛可笑不出来,舰长
