rank,uid,username,type
1,38133,FayeVL,提督
2,96957,ルルティエ,提督
3,452196256,无糖香草可乐,提督
4,2512897,山下住一丁,提督
5,520352,黑镰刀,提督
6,381534568,sayakadead,提督
7,6454674,DigAPony,提督
8,12422769,Beartooth90,提督
9,931185,テストテスト,提督
10,15256555,sky_hood,舰长
11,49337,无公害沙包,舰长
12,12501775,コンプランド,舰长
13,342447,任意子,舰长
14,553301,镜晓文,舰长
15,666671,Miki的麦麦,舰长
16,5155551,科罗娜青柠,舰长
17,16011437,特别驹,舰长
18,1829374,ムサシノタクミ,舰长
19,356404138,Rapturre,舰长
20,105402,清新正直HHP,舰长
21,10786214,千万ly,舰长
22,8772065,Yukari_YuRI,舰长
23,3182660,影月LuneZ,舰长
24,25593802,同调群单推人,舰长
25,735538,AOZAKI-YUI,舰长
26,356189,Heavens Feel,舰长
27,1603612,月ノneet,舰长
28,5812842,弥之鸣,舰长
29,1920686335,宇宙无敌终极企鹅王,舰长
30,2513015,エーワックス-2434,舰长
31,4921755,アルカローズ,舰长
32,11034077,へーぴー,舰长
33,18363194,岁星昼见,舰长
34,4304729,清光高校地雷部,舰长
35,7913853,阿贝莉娅-弗洛亚,舰长
36,12036148,寇塔娜哪去了,舰长
37,925,911,舰长
38,5801333,低级咬人细胞,舰长
39,537436,結城佑樹Yu_ukiYu_uki,舰长
40,11546675,贝尔纳德C3,舰长
41,394942544,咳哈哈哈哼哼,舰长
42,1971336,犭苗犭苗木木,舰长
43,4206472,Flanker-16,舰长
44,7864667,奈亚子从不发糖,舰长
45,2599251,でびリト,舰长
46,287341,マスイカ,舰长
47,281163151,怎么改个名字啊,舰长
48,26465,一个大光头都没有,舰长
49,229101190,不稳定层结,舰长
50,774372,黑糖香草摩卡,舰长
51,44319213,11K5D6A,舰长
52,123785,灯十走十走十走,舰长
53,2699660,朝日奈未來,舰长
54,13026101,Naglfar-,舰长
55,511821,CureMagical,舰长
56,5460965,松石绿的钢,舰长
57,12037051,岛那灯,舰长
58,3896,Primula,舰长
59,453196,-kenjoy-,舰长
60,7180032,无为無為,舰长
61,16171733,铃鹿Toshi,舰长
62,48934997,感应性本能,舰长
63,343691814,Noneither,舰长
64,6165418,一号机测试机师,舰长
65,1397965,雨宫ノエル,舰长
66,2388727,凉菓,舰长
67,936269,紳士君P,舰长
68,14354112,EndlessDice,舰长
69,150038690,坚守阵地卢载铉,舰长
70,14910777,勉強机,舰长
71,372454,有栖ヒロ,舰长
72,4072141,云水暮烟,舰长
73,1874852,YaMacoffe,舰长
74,2650864,羽落魂龛,舰长
75,2290770,夕月秋乃,舰长
76,569267,鵺鸮,舰长
77,3925567,hooudp,舰长
78,12974,蓬萊山空,舰长
79,38636696,Hiyori晓,舰长
80,3677907,李黑羊,舰长
81,22872272,路过的取名困难症患者,舰长
82,177462569,Curse_Zzzz,舰长
83,502895183,也文攝輝,舰长
84,22805267,添棠霓投車,舰长
85,598003,莱茵点,舰长
86,12242538,嘉文从小就很可爱,舰长
87,175534794,sorinX,舰长
88,11210842,莉丶羽,舰长
89,10181310,流转快晴,舰长
90,536365,鸢尾百合,舰长
91,1939894,一桶原味鸡,舰长
92,1078161624,いしとびかんな,舰长
93,1764112,Igno-,舰长
94,486937583,红白鬼巫,舰长
95,31833166,VoidOne,舰长
96,11347396,傻坐着发愣,舰长
97,20186995,黇鹿dmdm,舰长
98,7367780,里莲花,舰长
99,1645359409,牛奶巧克力厨,舰长
100,14482688,AAlieeeen,舰长
101,34571714,茶茶ちゃちゃ,舰长
102,55616372,二条信佑,舰长
103,87867364,昭暮云,舰长
104,4260554,月映LANE,舰长
105,2251472,雷风雨电,舰长
106,20841088,巧高里斯游擊隊,舰长
107,11291474,ひもこーガカガ,舰长
108,159019,九重雪会,舰长
109,8396429,airstone42,舰长
110,6036699,内巻玉子,舰长
111,5708258,筆墨倦客,舰长
112,28647475,Urobolus_0,舰长
113,6163870,萨福莱斯波斯,舰长
114,27069,白white饭,舰长
115,9819432,天遂_人愿,舰长
116,88013991,君陌ァ,舰长
117,34417170,霁月清星,舰长
118,45990882,月食君_,舰长
119,35128441,Okarun_Ayase,舰长
120,330986,头上一板砖,舰长
121,290699336,出逃小四抱枕,舰长
122,2691631,卢恩神碑之泉,舰长
123,1636306,律师费八折优惠券,舰长
124,166209441,中川natsuki,舰长
125,52445658,樱满历,舰长
126,7002682,空门-蒼,舰长
127,43684032,月岛大小姐suki,舰长
128,2571720,飞翔的油条,舰长
129,11950839,环保先锋科瓦特罗,舰长
